Food_Item,Category,Category_Detail,FDC_ID,Serving_Size,Protein_g_per_100g,Calories_per_100g,Fat_g_per_100g,Carbs_g_per_100g,Fiber_g_per_100g,Sugar_g_per_100g,Vitamin_A_RAE,Vitamin_C_mg,Vitamin_D_µg,Vitamin_B12_µg,Calcium_mg,Iron_mg,Magnesium_mg,Potassium_mg,Zinc_mg,Calories_per_gram_Protein
Pineapple salad with dressing,fruits,fruits,2709310,N/A,0.5,105.0,5.79,12.79,0.8,0,5.0,52.7,0.0,0.01,12.0,0.06,12.0,128.0,0.12,210.0
"Plum, canned",fruits,fruits,2709266,N/A,0.52,55.0,0.23,13.54,1.0,0,11.0,5.7,0.0,0.0,5.0,0.13,5.0,106.0,0.08,105.77
"Plum, raw",fruits,fruits,2709265,N/A,0.7,46.0,0.28,11.42,1.4,0,17.0,9.5,0.0,0.0,6.0,0.17,7.0,157.0,0.1,65.71
"Pomegranate, raw",fruits,fruits,2709267,N/A,1.67,83.0,1.17,18.7,4.0,0,0.0,10.2,0.0,0.0,10.0,0.3,12.0,236.0,0.35,49.7
Rhubarb,fruits,fruits,2709268,N/A,0.81,73.0,0.22,17.45,1.6,0,4.0,5.7,0.0,0.0,73.0,0.2,11.0,233.0,0.09,90.12
"Starfruit, raw",fruits,fruits,2709228,N/A,1.04,31.0,0.33,6.73,2.8,0,3.0,34.4,0.0,0.0,3.0,0.08,10.0,133.0,0.12,29.81
Tamarind,fruits,fruits,2709269,N/A,2.8,239.0,0.6,62.5,5.1,0,2.0,3.5,0.0,0.0,74.0,2.8,92.0,628.0,0.1,85.36
"Apple juice beverage, 40-50% juice, light",fruits,fruits,2710591,N/A,0.0,22.0,0.1,5.1,0.0,0,0.0,24.0,0.0,0.0,3.0,0.2,5.0,51.0,0.04,0.0
"Apple, dried",fruits,fruits,2709196,N/A,0.93,243.0,0.32,65.89,8.7,0,0.0,3.9,0.0,0.0,14.0,1.4,16.0,450.0,0.2,261.29
Apricot nectar,fruits,fruits,2709341,N/A,0.17,56.0,0.45,13.63,0.1,0,16.0,29.7,0.0,0.0,11.0,0.1,5.0,67.0,0.03,329.41
"Apricot, dried",fruits,fruits,2709197,N/A,3.39,241.0,0.51,62.64,7.3,0,180.0,1.0,0.0,0.0,55.0,2.66,32.0,1162.0,0.39,71.09
Banana chips,fruits,fruits,2709200,N/A,2.3,519.0,33.6,58.4,7.7,0,4.0,6.3,0.0,0.0,18.0,1.25,76.0,536.0,0.75,225.65
Banana nectar,fruits,fruits,2709342,N/A,0.26,74.0,0.13,18.01,0.6,0,0.0,4.3,0.0,0.0,4.0,0.0,10.0,115.0,0.06,284.62
"Beer, nonalcoholic",fruits,fruits,2710610,N/A,0.21,37.0,0.12,8.05,0.0,0,0.0,0.5,0.0,0.02,7.0,0.06,7.0,8.0,0.02,176.19
"Blueberries, dried",fruits,fruits,2709198,N/A,2.5,317.0,2.5,80.0,7.5,0,7.0,23.8,0.0,0.0,19.0,0.9,18.0,214.0,0.49,126.8
Cantaloupe nectar,fruits,fruits,2709343,N/A,0.33,65.0,0.11,15.64,0.3,0,69.0,3.0,0.0,0.0,5.0,0.16,6.0,57.0,0.18,196.97
"Cherries, dried",fruits,fruits,2709199,N/A,1.25,333.0,0.73,80.45,2.5,0,141.0,19.3,0.0,0.0,38.0,0.68,22.0,376.0,0.25,266.4
"Clementine, raw",fruits,fruits,2709164,N/A,0.81,53.0,0.31,13.34,1.8,0,34.0,26.7,0.0,0.0,37.0,0.15,12.0,166.0,0.07,65.43
"Coconut water, sweetened",fruits,fruits,2707573,N/A,0.21,37.0,0.02,9.07,0.0,0,0.0,9.4,0.0,0.0,7.0,0.03,6.0,157.0,0.02,176.19
"Coconut water, unsweetened",fruits,fruits,2707572,N/A,0.22,18.0,0.0,4.24,0.0,0,0.0,9.9,0.0,0.0,7.0,0.03,6.0,165.0,0.02,81.82
"Cranberries, dried",fruits,fruits,2709202,N/A,0.17,308.0,1.09,82.8,5.3,0,2.0,0.2,0.0,0.0,9.0,0.39,4.0,49.0,0.1,1811.76
"Currants, dried",fruits,fruits,2709201,N/A,3.43,290.0,0.22,76.98,4.4,0,4.0,4.7,0.0,0.0,88.0,1.88,36.0,777.0,0.37,84.55
Date,fruits,fruits,2709203,N/A,2.45,282.0,0.39,75.03,8.0,0,0.0,0.4,0.0,0.0,39.0,1.02,43.0,656.0,0.29,115.1
"Fig, dried",fruits,fruits,2709204,N/A,3.3,277.0,0.92,63.9,9.8,0,0.0,1.2,0.0,0.0,162.0,2.03,68.0,680.0,0.66,83.94
"Grape juice drink, light",fruits,fruits,2710589,N/A,0.06,23.0,0.1,5.51,0.1,0,0.0,17.6,0.0,0.0,5.0,0.03,3.0,17.0,0.02,383.33
"Grapefruit, canned",fruits,fruits,2709166,N/A,0.58,36.0,0.1,9.15,0.4,0,0.0,21.8,0.0,0.0,15.0,0.41,10.0,132.0,0.09,62.07
"Grapefruit, raw",fruits,fruits,2709165,N/A,0.77,42.0,0.14,10.66,1.6,0,58.0,31.2,0.0,0.0,22.0,0.08,9.0,135.0,0.07,54.55
Guava nectar,fruits,fruits,2709344,N/A,0.3,48.0,0.07,13.3,1.2,0,2.0,21.3,0.0,0.0,8.0,0.54,2.0,33.0,0.02,160.0
"Kumquat, raw",fruits,fruits,2709167,N/A,1.88,71.0,0.86,15.9,6.5,0,15.0,43.9,0.0,0.0,62.0,0.86,20.0,186.0,0.17,37.77
"Lemon, raw",fruits,fruits,2709168,N/A,1.1,29.0,0.3,9.32,2.8,0,1.0,53.0,0.0,0.0,26.0,0.6,8.0,138.0,0.06,26.36
"Lemonade, frozen concentrate, not reconstituted",fruits,fruits,2710572,N/A,0.22,196.0,0.7,49.89,0.3,0,0.0,13.1,0.0,0.0,7.0,0.09,7.0,72.0,0.04,890.91
"Lime, raw",fruits,fruits,2709170,N/A,0.7,30.0,0.2,10.54,2.8,0,2.0,29.1,0.0,0.0,33.0,0.6,6.0,102.0,0.11,42.86
Mango nectar,fruits,fruits,2709345,N/A,0.11,51.0,0.06,13.12,0.3,0,35.0,15.2,0.0,0.0,17.0,0.36,3.0,24.0,0.02,463.64
"Mango, dried",fruits,fruits,2709205,N/A,2.45,319.0,1.18,78.58,2.4,0,67.0,42.3,0.0,0.0,0.0,0.23,20.0,279.0,0.3,130.2
"Margarita mix, nonalcoholic",fruits,fruits,2710575,N/A,0.1,87.0,0.1,21.4,0.0,0,0.0,2.7,0.0,0.0,2.0,0.11,1.0,28.0,0.07,870.0
"Orange juice beverage, 40-50% juice, light",fruits,fruits,2710590,N/A,0.21,21.0,0.0,5.42,0.0,0,10.0,30.0,0.0,0.0,0.0,0.0,10.0,188.0,0.02,100.0
"Orange, canned, in syrup",fruits,fruits,2709174,N/A,0.59,55.0,0.04,14.07,0.7,0,41.0,32.5,0.0,0.0,10.0,0.26,10.0,126.0,0.48,93.22
"Orange, canned, juice pack",fruits,fruits,2709173,N/A,0.62,37.0,0.03,9.57,0.7,0,43.0,34.2,0.0,0.0,11.0,0.27,11.0,133.0,0.51,59.68
"Orange, canned, NFS",fruits,fruits,2709172,N/A,0.6,46.0,0.04,11.82,0.7,0,42.0,33.3,0.0,0.0,11.0,0.26,11.0,130.0,0.5,76.67
"Orange, raw",fruits,fruits,2709171,N/A,0.92,50.0,0.14,11.78,2.2,0,11.0,56.2,0.0,0.0,42.0,0.22,10.0,174.0,0.09,54.35
Papaya nectar,fruits,fruits,2709347,N/A,0.17,57.0,0.15,14.51,0.6,0,18.0,3.0,0.0,0.0,10.0,0.34,3.0,31.0,0.15,335.29
"Papaya, dried",fruits,fruits,2709206,N/A,1.25,302.0,0.84,75.43,4.5,0,62.0,32.4,0.0,0.0,54.0,0.69,56.0,484.0,0.22,241.6
Peach nectar,fruits,fruits,2709346,N/A,0.1,49.0,0.57,11.61,0.1,0,16.0,0.0,0.0,0.0,6.0,0.07,4.0,30.0,0.01,490.0
"Peach, dried",fruits,fruits,2709207,N/A,3.61,239.0,0.76,61.33,8.2,0,108.0,4.8,0.0,0.0,28.0,4.06,42.0,996.0,0.57,66.2
Pear nectar,fruits,fruits,2709349,N/A,0.11,60.0,0.01,15.76,0.6,0,0.0,1.1,0.0,0.0,5.0,0.26,3.0,13.0,0.07,545.45
"Pear, dried",fruits,fruits,2709208,N/A,1.87,262.0,0.63,69.7,7.5,0,0.0,7.0,0.0,0.0,34.0,2.1,33.0,533.0,0.39,140.11
"Persimmon, dried",fruits,fruits,2709209,N/A,1.54,374.0,0.66,96.07,9.6,0,108.0,4.0,0.0,0.0,22.0,0.42,24.0,429.0,0.3,242.86
"Pina Colada, nonalcoholic",fruits,fruits,2710574,N/A,0.47,128.0,2.79,25.64,0.2,0,0.0,7.6,0.0,0.0,11.0,0.26,12.0,116.0,0.18,272.34
"Pineapple, dried",fruits,fruits,2709210,N/A,1.22,347.0,0.71,84.11,2.4,0,4.0,31.1,0.0,0.0,32.0,0.16,35.0,365.0,0.3,284.43
"Pomegranate juice beverage, 40-50% juice, light",fruits,fruits,2710593,N/A,0.08,27.0,0.14,6.56,0.0,0,0.0,0.0,0.0,0.0,7.0,0.05,4.0,108.0,0.04,337.5
"Prune, dried",fruits,fruits,2709211,N/A,2.18,240.0,0.38,63.88,7.1,0,39.0,0.6,0.0,0.0,43.0,0.93,41.0,732.0,0.44,110.09
Raisins,fruits,fruits,2709212,N/A,3.3,299.0,0.25,79.32,4.5,0,0.0,2.3,0.0,0.0,62.0,1.79,36.0,744.0,0.36,90.61
Shirley Temple,fruits,fruits,2710611,N/A,0.0,56.0,0.0,14.17,0.1,0,0.0,0.0,0.0,0.0,4.0,0.17,1.0,4.0,0.06,0.0
"Soursop, nectar",fruits,fruits,2709350,N/A,0.11,59.0,0.17,14.93,0.1,0,0.0,11.1,0.0,0.0,7.0,0.36,3.0,25.0,0.02,536.36
Sugar cane beverage,fruits,fruits,2710606,N/A,0.0,74.0,0.0,20.17,0.0,0,0.0,0.0,0.0,0.0,7.0,0.1,3.0,11.0,0.02,0.0
Tamarind drink,fruits,fruits,2710568,N/A,0.64,109.0,0.18,27.67,1.2,0,0.0,0.8,0.0,0.0,19.0,0.65,22.0,144.0,0.03,170.31
"Tangerine, raw",fruits,fruits,2709175,N/A,0.81,53.0,0.31,13.34,1.8,0,34.0,26.7,0.0,0.0,37.0,0.15,12.0,166.0,0.07,65.43
"Wine, nonalcoholic",fruits,fruits,2710609,N/A,0.5,6.0,0.0,1.1,0.0,0,0.0,0.0,0.0,0.0,9.0,0.4,10.0,88.0,0.08,12.0
Aloe vera juice drink,fruits,fruits,2709833,N/A,0.0,15.0,0.0,3.75,0.0,0,0.0,3.8,0.0,0.0,8.0,0.15,0.0,0.0,0.0,0.0
"Baby Toddler apples, Stage 1",fruits,fruits,2709363,N/A,0.2,41.0,0.2,10.8,1.7,0,1.0,38.3,0.0,0.0,4.0,0.22,3.0,71.0,0.02,205.0
"Baby Toddler apples, Stage 2",fruits,fruits,2709364,N/A,0.0,37.0,0.0,10.3,1.7,0,0.0,37.8,0.0,0.0,5.0,0.22,3.0,77.0,0.04,0.0
"Baby Toddler bananas, Stage 1",fruits,fruits,2709365,N/A,1.0,91.0,0.2,21.34,1.6,0,0.0,21.9,0.0,0.0,4.0,0.3,26.0,290.0,0.05,91.0
"Baby Toddler bananas, Stage 2",fruits,fruits,2709366,N/A,1.0,91.0,0.2,21.34,1.6,0,0.0,21.9,0.0,0.0,4.0,0.3,26.0,290.0,0.05,91.0
Baby Toddler mangoes,fruits,fruits,2709372,N/A,0.82,60.0,0.38,14.98,1.6,0,40.0,18.2,0.0,0.0,10.0,0.16,10.0,151.0,0.09,73.17
"Baby Toddler peaches, Stage 1",fruits,fruits,2709367,N/A,0.94,65.0,0.33,14.48,1.3,0,34.0,46.1,0.0,0.0,4.0,0.23,7.0,195.0,0.11,69.15
"Baby Toddler peaches, Stage 2",fruits,fruits,2709368,N/A,0.94,65.0,0.33,14.48,1.3,0,34.0,46.1,0.0,0.0,4.0,0.23,7.0,195.0,0.11,69.15
"Baby Toddler pears, Stage 1",fruits,fruits,2709369,N/A,0.3,42.0,0.2,10.8,2.8,0,1.0,24.5,0.0,0.0,8.0,0.24,8.0,130.0,0.08,140.0
"Baby Toddler pears, Stage 2",fruits,fruits,2709370,N/A,0.3,44.0,0.1,11.6,2.8,0,1.0,22.0,0.0,0.0,8.0,0.25,9.0,115.0,0.08,146.67
Baby Toddler prunes,fruits,fruits,2709371,N/A,1.0,100.0,0.2,23.52,2.7,0,3.0,1.3,0.0,0.0,21.0,0.4,17.0,306.0,0.2,100.0
"Blackberry juice, 100%",fruits,fruits,2709322,N/A,0.3,38.0,0.6,7.8,0.1,0,6.0,11.3,0.0,0.0,12.0,0.48,21.0,135.0,0.41,126.67
Blueberry juice,fruits,fruits,2709323,N/A,0.46,42.0,0.2,9.47,1.6,0,2.0,5.3,0.0,0.0,9.0,0.22,4.0,56.0,0.06,91.3
"Cranberry juice blend, 100% juice",fruits,fruits,2709317,N/A,0.12,46.0,0.18,11.16,0.2,0,0.0,21.2,0.0,0.0,10.0,0.12,6.0,90.0,0.05,383.33
"Cranberry juice blend, 100% juice, with calcium added",fruits,fruits,2709318,N/A,0.27,45.0,0.12,10.91,0.1,0,1.0,31.5,0.0,0.0,19.0,0.08,5.0,76.0,0.05,166.67
"Cranberry juice, 100%, not a blend",fruits,fruits,2709324,N/A,0.0,32.0,0.34,7.26,0.1,0,2.0,0.0,0.0,0.0,7.0,0.13,4.0,71.0,0.04,0.0
"Grape juice, 100%",fruits,fruits,2709325,N/A,0.18,66.0,0.28,15.73,0.2,0,0.0,50.4,0.0,0.0,8.0,0.08,6.0,50.0,0.04,366.67
"Grape juice, 100%, with calcium added",fruits,fruits,2709326,N/A,0.37,62.0,0.13,14.77,0.2,0,0.0,25.0,0.0,0.0,42.0,0.25,10.0,104.0,0.07,167.57
"Papaya juice, 100%",fruits,fruits,2709327,N/A,0.17,57.0,0.15,14.51,0.6,0,18.0,3.0,0.0,0.0,10.0,0.34,3.0,31.0,0.15,335.29
"Pineapple juice, 100%",fruits,fruits,2709329,N/A,0.36,53.0,0.12,12.87,0.2,0,0.0,43.8,0.0,0.0,13.0,0.31,12.0,130.0,0.11,147.22
"Pomegranate juice, 100%",fruits,fruits,2709330,N/A,0.15,54.0,0.29,13.13,0.1,0,0.0,0.1,0.0,0.0,11.0,0.1,7.0,214.0,0.09,360.0
"Prune juice, 100%",fruits,fruits,2709331,N/A,0.61,71.0,0.03,17.45,1.0,0,0.0,4.1,0.0,0.0,12.0,1.18,14.0,276.0,0.21,116.39
"Strawberry juice, 100%",fruits,fruits,2709332,N/A,0.42,23.0,0.14,5.17,1.2,0,1.0,38.7,0.0,0.0,12.0,0.17,9.0,105.0,0.07,54.76
"Watermelon juice, 100%",fruits,fruits,2709333,N/A,0.61,30.0,0.15,7.55,0.4,0,28.0,8.1,0.0,0.0,7.0,0.24,10.0,112.0,0.1,49.18
Biryani with vegetables,vegetables,vegetables,2708985,N/A,1.93,109.0,3.2,17.91,1.2,0,64.0,4.1,0.0,0.0,17.0,1.04,11.0,102.0,0.32,56.48
Vegetable chips,vegetables,vegetables,2709447,N/A,4.72,495.0,26.56,59.2,7.8,0,53.0,8.5,0.0,0.0,66.0,1.6,70.0,1052.0,0.82,104.87
"Bread, vegetable",vegetables,vegetables,2707650,N/A,9.67,259.0,3.26,47.98,1.8,0,48.0,3.9,0.2,0.06,38.0,3.48,27.0,161.0,0.8,26.78
"Congee, with vegetables",vegetables,vegetables,2708983,N/A,1.12,38.0,0.12,7.88,0.4,0,2.0,1.2,0.0,0.0,9.0,0.4,6.0,69.0,0.21,33.93
"Fajita, vegetable",vegetables,vegetables,2708607,N/A,3.22,166.0,7.84,20.43,2.0,0,38.0,47.8,0.0,0.0,55.0,1.32,14.0,160.0,0.28,51.55
"Quesadilla, with vegetables",vegetables,vegetables,2708594,N/A,8.14,253.0,11.32,29.18,2.2,0,47.0,17.8,0.0,0.18,187.0,2.06,19.0,128.0,0.88,31.08
"Soup, vegetable",vegetables,vegetables,2710113,N/A,0.84,27.0,0.45,5.08,1.0,0,36.0,8.9,0.0,0.0,12.0,0.2,11.0,154.0,0.16,32.14
Vegetable curry,vegetables,vegetables,2710067,N/A,1.6,86.0,5.27,8.81,1.8,0,66.0,12.3,0.0,0.01,21.0,0.68,16.0,286.0,0.26,53.75
Vegetable tempura,vegetables,vegetables,2710065,N/A,3.81,239.0,15.81,20.45,1.6,0,60.0,16.0,0.2,0.06,22.0,1.54,15.0,179.0,0.4,62.73
"Vegetables, pickled",vegetables,vegetables,2710101,N/A,0.94,46.0,0.21,10.18,1.6,0,194.0,40.7,0.0,0.0,21.0,0.22,10.0,219.0,0.18,48.94
Mixed vegetable juice,vegetables,vegetables,2709810,N/A,0.72,28.0,0.16,6.3,1.2,0,489.0,5.8,0.0,0.0,35.0,0.23,12.0,278.0,0.14,38.89
"Bread, vegetable, toasted",vegetables,vegetables,2707651,N/A,10.62,284.0,3.58,52.72,2.0,0,50.0,3.7,0.2,0.06,42.0,3.82,30.0,177.0,0.88,26.74
"Pasta, vegetable, cooked",vegetables,vegetables,2708351,N/A,4.52,128.0,0.11,26.55,4.3,0,5.0,0.0,0.0,0.0,11.0,0.49,19.0,31.0,0.44,28.32
"Bacon, for use with vegetables",vegetables,vegetables,2710239,N/A,33.92,468.0,35.09,1.7,0.0,0,11.0,0.0,0.4,1.09,11.0,0.95,31.0,499.0,3.06,13.8
"Beef, for use with vegetables",vegetables,vegetables,2710241,N/A,32.41,191.0,6.82,0.0,0.0,0,2.0,0.0,0.1,2.73,16.0,2.96,23.0,319.0,8.32,5.89
"Cheese, cottage, with vegetables",vegetables,vegetables,2705752,N/A,9.78,79.0,1.98,5.63,0.7,0,91.0,0.5,0.0,0.36,91.0,0.23,11.0,127.0,0.59,8.08
"Cheese, processed, with vegetables",vegetables,vegetables,2705771,N/A,14.14,356.0,31.7,3.48,0.1,0,285.0,4.2,0.3,0.52,393.0,0.16,18.0,101.0,2.08,25.18
"Chicken, for use with vegetables",vegetables,vegetables,2710242,N/A,26.79,164.0,6.36,0.0,0.0,0,8.0,0.0,0.0,0.36,14.0,0.73,23.0,279.0,1.61,6.12
Cucumber and vegetable namasu,vegetables,vegetables,2709818,N/A,0.47,56.0,0.18,12.22,0.6,0,98.0,2.3,0.0,0.0,14.0,0.03,8.0,131.0,0.14,119.15
Gelatin salad with vegetables,vegetables,vegetables,2710312,N/A,1.47,61.0,0.02,14.02,0.7,0,32.0,0.5,0.0,0.0,6.0,0.14,4.0,26.0,0.08,41.5
"Gravy, for use with vegetables",vegetables,vegetables,2710245,N/A,0.31,57.0,1.05,11.24,0.1,0,0.0,0.0,0.0,0.0,7.0,0.08,2.0,18.0,0.04,183.87
"Ham, for use with vegetables",vegetables,vegetables,2710240,N/A,17.99,117.0,4.39,1.57,0.0,0,13.0,0.0,0.7,0.4,9.0,0.82,19.0,316.0,1.82,6.5
"Lasagna, meatless, with vegetables",vegetables,vegetables,2708759,N/A,11.2,188.0,9.38,14.52,1.2,0,102.0,3.5,0.2,0.35,268.0,0.76,26.0,206.0,1.5,16.79
"Quesadilla, chicken, with vegetables",vegetables,vegetables,2708596,N/A,11.29,270.0,12.14,28.22,2.1,0,42.0,8.9,0.0,0.21,186.0,2.12,21.0,141.0,1.02,23.91
"Raw vegetable, NFS",vegetables,vegetables,2709763,N/A,1.19,30.0,0.26,5.83,2.0,0,206.0,28.7,0.0,0.0,35.0,0.26,13.0,263.0,0.21,25.21
"Sambar, vegetable stew",vegetables,vegetables,2707430,N/A,4.33,86.0,2.71,11.77,4.0,0,7.0,3.2,0.0,0.0,19.0,1.67,23.0,237.0,0.64,19.86
"Soup, cream of vegetable",vegetables,vegetables,2710109,N/A,1.41,78.0,4.72,7.83,1.1,0,75.0,9.0,0.2,0.0,19.0,0.36,13.0,170.0,0.21,55.32
"Soup, vegetable, canned",vegetables,vegetables,2710111,N/A,1.12,38.0,0.4,7.62,1.2,0,23.0,6.4,0.0,0.0,8.0,0.24,12.0,183.0,0.21,33.93
Vegetable curry with rice,vegetables,vegetables,2710068,N/A,2.03,103.0,3.27,16.48,1.3,0,39.0,7.4,0.0,0.01,17.0,0.88,15.0,186.0,0.35,50.74
"Vegetable dip, light",vegetables,vegetables,2705628,N/A,2.04,198.0,15.19,13.6,0.3,0,46.0,1.6,0.1,0.19,79.0,0.3,9.0,138.0,0.32,97.06
"Vegetable dip, regular",vegetables,vegetables,2705627,N/A,2.23,429.0,45.12,3.57,0.3,0,82.0,1.7,0.1,0.09,68.0,0.32,9.0,112.0,0.32,192.38
"Vegetable mixture, dried",vegetables,vegetables,2710038,N/A,17.41,328.0,8.88,49.22,18.5,0,988.0,193.4,0.0,0.0,232.0,5.45,152.0,1639.0,3.35,18.84
"Vegetable oil, NFS",vegetables,vegetables,2710180,N/A,0.0,900.0,100.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0
Vegetable sandwich on wheat,vegetables,vegetables,2709134,N/A,4.67,119.0,2.25,20.14,2.7,0,32.0,18.8,0.0,0.0,76.0,1.67,26.0,172.0,0.6,25.48
Vegetable sandwich on white,vegetables,vegetables,2709132,N/A,3.94,120.0,2.11,21.53,1.6,0,32.0,18.8,0.0,0.0,94.0,1.74,15.0,146.0,0.43,30.46
Vegetable sandwich wrap,vegetables,vegetables,2709136,N/A,5.42,160.0,6.55,19.71,1.8,0,59.0,16.6,0.4,0.17,165.0,1.68,15.0,149.0,0.62,29.52
Vegetables as ingredient in curry,vegetables,vegetables,2710810,N/A,1.81,53.0,0.2,11.71,2.2,0,98.0,17.1,0.0,0.0,21.0,0.56,18.0,311.0,0.28,29.28
Vegetables as ingredient in soups,vegetables,vegetables,2710811,N/A,1.87,50.0,0.33,10.56,2.0,0,38.0,21.0,0.0,0.0,17.0,0.45,24.0,331.0,0.36,26.74
Vegetables as ingredient in stews,vegetables,vegetables,2710812,N/A,1.77,59.0,0.3,12.67,2.6,0,259.0,14.0,0.0,0.0,21.0,0.46,19.0,325.0,0.34,33.33
Dressing with chicken or turkey and vegetables,vegetables,vegetables,2708748,N/A,8.2,217.0,11.17,20.97,1.4,0,345.0,2.9,0.4,1.42,100.0,2.58,17.0,128.0,1.06,26.46
"Tomato and vegetable juice, 100%",vegetables,vegetables,2709731,N/A,0.93,22.0,0.31,3.87,0.5,0,35.0,54.3,0.0,0.0,14.0,0.28,11.0,185.0,0.12,23.66
Topping from vegetable pizza,vegetables,vegetables,2705788,N/A,15.59,247.0,15.61,12.18,1.9,0,146.0,17.3,0.2,0.54,455.0,2.18,31.0,311.0,2.39,15.84
Spaghetti sauce with added vegetables,vegetables,vegetables,2709746,N/A,1.52,46.0,1.2,7.45,1.7,0,33.0,12.1,0.0,0.0,23.0,0.69,17.0,316.0,0.24,30.26
"Pasta with vegetables, no sauce or dressing",vegetables,vegetables,2708827,N/A,4.46,144.0,3.54,23.1,2.3,0,107.0,8.2,0.0,0.0,15.0,1.04,18.0,102.0,0.46,32.29
Alfredo sauce with added vegetables,vegetables,vegetables,2705810,N/A,2.07,122.0,11.54,2.65,0.4,0,113.0,10.7,0.4,0.06,53.0,0.11,7.0,102.0,0.31,58.94
"Baby Toddler puffs, vegetable",vegetables,vegetables,2708192,N/A,6.19,344.0,2.3,85.79,3.8,0,1.0,1.3,0.0,0.0,535.0,24.74,60.0,196.0,17.46,55.57
"Baby Toddler vegetable, NFS",vegetables,vegetables,2710117,N/A,1.44,44.0,0.25,9.56,1.6,0,234.0,5.8,0.0,0.0,24.0,0.48,15.0,183.0,0.24,30.56
"Baby Toddler vegetables, with grain",vegetables,vegetables,2710129,N/A,1.84,58.0,0.5,12.01,1.9,0,225.0,6.2,0.0,0.01,33.0,0.89,20.0,191.0,0.44,31.52
"Cheese sauce, for use with vegetables",vegetables,vegetables,2710244,N/A,4.69,120.0,6.8,9.62,0.1,0,63.0,0.0,0.1,0.2,145.0,0.08,6.0,16.0,0.74,25.59
"Cream sauce, for use with vegetables",vegetables,vegetables,2710243,N/A,0.83,175.0,14.17,10.6,0.1,0,130.0,0.2,0.6,0.0,27.0,0.05,3.0,39.0,0.09,210.84
Other vegetables as ingredient in omelet,vegetables,vegetables,2710808,N/A,3.24,39.0,0.39,5.74,2.1,0,1.0,7.2,0.0,0.04,8.0,0.28,12.0,420.0,0.56,12.04
"Pork and vegetables, Hawaiian style",vegetables,vegetables,2706761,N/A,7.43,89.0,3.64,6.97,1.9,0,85.0,3.7,0.2,0.16,26.0,0.63,19.0,250.0,0.88,11.98
"Potato, home fries, with vegetables",vegetables,vegetables,2709476,N/A,1.72,173.0,11.77,15.6,1.5,0,5.0,22.1,0.0,0.0,11.0,0.58,20.0,345.0,0.25,100.58
"Quesadilla, beef or pork, with vegetables",vegetables,vegetables,2708595,N/A,11.1,279.0,13.22,28.22,2.1,0,41.0,8.9,0.0,0.48,187.0,2.32,20.0,142.0,1.58,25.14
"Shortening, NS as to vegetable or animal",vegetables,vegetables,2710167,N/A,0.0,884.0,99.97,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.07,0.0,0.0,0.0,0.0
"Tomato sauce, for use with vegetables",vegetables,vegetables,2710247,N/A,0.48,104.0,6.15,12.08,0.6,0,9.0,2.8,0.0,0.0,8.0,0.4,6.0,119.0,0.09,216.67
"Vegetable dip, yogurt based",vegetables,vegetables,2705449,N/A,8.16,191.0,16.03,3.76,0.3,0,74.0,1.9,0.0,0.43,103.0,0.29,13.0,141.0,0.55,23.41
"Vegetable sandwich on wheat, with cheese",vegetables,vegetables,2709135,N/A,6.46,146.0,5.24,18.42,2.4,0,59.0,16.7,0.4,0.17,170.0,1.53,27.0,170.0,0.89,22.6
"Vegetable sandwich on white, with cheese",vegetables,vegetables,2709133,N/A,5.82,147.0,5.11,19.65,1.4,0,59.0,16.6,0.4,0.17,186.0,1.59,17.0,147.0,0.73,25.26
Cornmeal dressing with chicken or turkey and vegetables,vegetables,vegetables,2708746,N/A,7.6,237.0,14.45,19.27,1.2,0,394.0,3.2,0.7,1.64,101.0,2.48,15.0,147.0,1.03,31.18
Spaghetti sauce with poultry and added vegetables,vegetables,vegetables,2706423,N/A,6.39,71.0,2.39,6.05,1.4,0,30.0,9.8,0.0,0.2,23.0,0.75,19.0,312.0,0.63,11.11
Spaghetti sauce with seafood and added vegetables,vegetables,vegetables,2706454,N/A,5.43,60.0,1.25,6.6,1.4,0,41.0,10.2,0.0,1.82,39.0,1.01,20.0,323.0,0.46,11.05
Alfredo sauce with poultry and added vegetables,vegetables,vegetables,2705814,N/A,6.83,133.0,10.79,2.15,0.3,0,95.0,8.7,0.3,0.25,47.0,0.28,11.0,138.0,0.68,19.47
Alfredo sauce with seafood and added vegetables,vegetables,vegetables,2705816,N/A,5.87,122.0,9.66,2.7,0.3,0,106.0,9.0,0.3,1.86,63.0,0.54,12.0,150.0,0.51,20.78
"Chow fun noodles with vegetables, meatless",vegetables,vegetables,2708797,N/A,1.56,74.0,0.97,14.46,1.1,0,7.0,3.8,0.0,0.0,15.0,0.29,6.0,73.0,0.22,47.44
Dark green vegetables as ingredient in omelet,vegetables,vegetables,2710806,N/A,2.97,35.0,0.56,4.51,1.9,0,242.0,34.9,0.0,0.0,65.0,1.01,82.0,452.0,0.44,11.78
"Pizza with beans and vegetables, thick crust",vegetables,vegetables,2708673,N/A,9.46,225.0,8.18,28.64,2.8,0,54.0,3.0,0.0,0.27,143.0,2.2,28.0,204.0,1.14,23.78
"Pizza with beans and vegetables, thin crust",vegetables,vegetables,2708672,N/A,9.29,203.0,6.63,26.88,3.2,0,48.0,3.9,0.0,0.28,134.0,2.08,31.0,221.0,1.14,21.85
